Trajectory,Disease list,Drug,FDR,PubMed count avg,AI
2,"['A04', 'A08', 'F50']",Amphetamine,0.002535043,270.3333333333333,0
2,"['A04', 'A08', 'F50']",Phentermine,0.018618583,9.0,1
2,"['A04', 'A08', 'F50']",Citalopram,0.043118065,28.0,1
2,"['A04', 'A08', 'F50']",Venlafaxine,0.026088928,11.0,1
2,"['A04', 'A08', 'F50']",Atomoxetine,0.015126528,6.333333333333333,1
2,"['A04', 'A08', 'F50']",Mirtazapine,0.000276563,32.333333333333336,1
2,"['A04', 'A08', 'F50']",Loxapine,0.000712832,1.0,1
2,"['A04', 'A08', 'F50']",Methylphenidate,0.008927828,32.333333333333336,0
2,"['A04', 'A08', 'F50']",Imipramine,0.018924483,31.666666666666668,1
2,"['A04', 'A08', 'F50']",Duloxetine,0.008927828,8.333333333333334,1
2,"['A04', 'A08', 'F50']",Amoxapine,0.00023824,0.6666666666666666,0
2,"['A04', 'A08', 'F50']",Mazindol,4.8059413617012e-05,1.0,1
2,"['A04', 'A08', 'F50']",Cisapride,0.043118065,11.0,0
2,"['A04', 'A08', 'F50']",Paroxetine,0.043118065,25.333333333333332,1
2,"['A04', 'A08', 'F50']",Procaine,0.018618583,20.333333333333332,0
2,"['A04', 'A08', 'F50']",Trimipramine,0.00023824,2.0,1
2,"['A04', 'A08', 'F50']",Phenmetrazine,0.001582125,3.0,1
2,"['A04', 'A08', 'F50']",Pseudoephedrine,0.038607114,4.666666666666667,0
2,"['A04', 'A08', 'F50']",Benzphetamine,0.015126528,0.6666666666666666,1
2,"['A04', 'A08', 'F50']",Diethylpropion,0.001582125,2.0,1
2,"['A04', 'A08', 'F50']",Dopamine,0.000408021,478.5,1
2,"['A04', 'A08', 'F50']",Sibutramine,0.006164835,16.333333333333332,0
2,"['A04', 'A08', 'F50']",Chlorphenamine,0.026088928,9.666666666666666,1
2,"['A04', 'A08', 'F50']",Nefazodone,0.002535043,1.3333333333333333,1
2,"['A04', 'A08', 'F50']",Bupropion,0.034162713,27.0,1
2,"['A04', 'A08', 'F50']",Chloroprocaine,0.011850793,0.0,0
2,"['A04', 'A08', 'F50']",Escitalopram,0.022267413,10.0,1
2,"['A04', 'A08', 'F50']",Ketamine,0.003831298,62.333333333333336,1
2,"['A04', 'A08', 'F50']",Clomipramine,0.034162713,11.333333333333334,1
2,"['A04', 'A08', 'F50']",Ephedra,0.001498297,14.666666666666666,0
2,"['A04', 'A08', 'F50']",Ephedrine,0.008927828,11.666666666666666,0
2,"['A04', 'A08', 'F50']",Dextroamphetamine,0.000286486,42.0,1
2,"['A04', 'A08', 'F50']",Methamphetamine,0.001820817,164.66666666666666,0
2,"['A04', 'A08', 'F50']",Mianserin,0.006494458,14.333333333333334,1
2,"['A04', 'A08', 'F50']",Tapentadol,0.030140071,0.6666666666666666,1
2,"['A04', 'A08', 'F50']",Dexmethylphenidate,0.006164835,0.0,0
2,"['A04', 'A08', 'F50']",Zotepine,0.022267413,0.0,1
3,"['H73', 'K92']",Cyclosporine,0.0062462,476.5,0
3,"['H73', 'K92']",Cyanocobalamin,0.039905834,371.5,1
3,"['H73', 'K92']",Cholecalciferol,0.039905834,206.0,1
3,"['H73', 'K92']",Fluvoxamine,0.044524904,6.0,1
3,"['H73', 'K92']",Bortezomib,0.015571551,31.5,0
3,"['H73', 'K92']",Phentermine,0.01925776,5.0,0
3,"['H73', 'K92']",Sildenafil,0.044524904,28.5,0
3,"['H73', 'K92']",Pyrimethamine,0.009160715,17.0,1
3,"['H73', 'K92']",Ticlopidine,0.031236161,38.0,0
3,"['H73', 'K92']",Eletriptan,0.044524904,0.0,0
3,"['H73', 'K92']",Indinavir,0.001916562,4.5,0
3,"['H73', 'K92']",Lovastatin,0.003539954,126.5,0
3,"['H73', 'K92']",Nevirapine,0.022881383,22.5,0
3,"['H73', 'K92']",Clotrimazole,0.005057747,13.0,1
3,"['H73', 'K92']",Sulfanilamide,0.01221457,192.5,1
3,"['H73', 'K92']",Dicoumarol,0.009160715,9.0,0
3,"['H73', 'K92']",Venlafaxine,0.026913657,7.0,1
3,"['H73', 'K92']",Acetaminophen,0.007476881,687.0,1
3,"['H73', 'K92']",Gefitinib,0.031236161,13.0,0
3,"['H73', 'K92']",Hydromorphone,0.01925776,4.5,1
3,"['H73', 'K92']",Omeprazole,0.04916748,0.0,1
3,"['H73', 'K92']",Terfenadine,0.04916748,12.0,0
3,"['H73', 'K92']",Diltiazem,0.022881383,36.0,1
3,"['H73', 'K92']",Clozapine,0.020950205,21.0,0
3,"['H73', 'K92']",Sorafenib,0.008192668,96.0,0
3,"['H73', 'K92']",Zolpidem,0.039905834,1.0,1
3,"['H73', 'K92']",Cerivastatin,0.001916562,10.0,0
3,"['H73', 'K92']",Lansoprazole,0.044524904,103.5,1
3,"['H73', 'K92']",Loratadine,0.01925776,6.5,0
3,"['H73', 'K92']",Celecoxib,0.035307183,93.0,0
3,"['H73', 'K92']",Ritonavir,0.005057747,35.5,0
3,"['H73', 'K92']",Cisplatin,0.00068761,426.5,0
3,"['H73', 'K92']",Cyclophosphamide,0.031236161,415.0,0
3,"['H73', 'K92']",Vinblastine,0.039905834,46.0,0
3,"['H73', 'K92']",Cisapride,0.044524904,81.5,1
3,"['H73', 'K92']",Amodiaquine,0.000191568,4.0,1
3,"['H73', 'K92']",Efavirenz,0.035307183,22.5,0
3,"['H73', 'K92']",Simvastatin,0.003539954,131.0,0
3,"['H73', 'K92']",Dextropropoxyphene,0.022881383,6.0,0
3,"['H73', 'K92']",Verapamil,0.022057805,82.0,0
3,"['H73', 'K92']",Tamoxifen,0.012003584,157.5,0
3,"['H73', 'K92']",Thioridazine,0.035307183,4.0,1
3,"['H73', 'K92']",Warfarin,0.031236161,79.5,0
